,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
875,2018-04-25 11:44:09+00:00,A lot,A lot,Extremely,Extremely,No / not yet,17,Male,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,PR,RBS,TER,I don't know,Plasmid,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,8966412d-baea-44e1-84c4-6dafb13d799d,fr,pretest
876,2018-04-25 11:44:41+00:00,Not at all,Not at all,Slightly,Not at all,I just played for the first time,17,Male,A lot,Not at all,Until the end of middle school,Moderately,No,Yes,Not at all,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,44ad1518-dafe-4e57-bf41-64b7801b6fb8,fr,posttest
877,2018-04-25 11:44:49+00:00,Moderately,Moderately,Extremely,A lot,No / not yet,14,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,RBS,I don't know,I don't know,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,e2c8856d-6f7c-4730-9cbd-4a245606b62d,fr,pretest
880,2018-04-25 12:11:41+00:00,Slightly,Slightly,A lot,Moderately,No / not yet,55,Female,Slightly,Moderately,Not even in middle school,Rarely,No,Yes,Moderately,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,RBS,None of these,I don't know,I don't know,I don't know,None of these,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bacterium dies,I don't know,,1640d273-06d6-444b-9141-cfbeab7852af,fr,pretest
881,2018-04-25 12:16:51+00:00,Moderately,Moderately,Not at all,Not at all,I just played for the first time,45,Female,Not at all,Moderately,Until the end of high school,Not at all,No,Yes,Not at all,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,None of these,I don't know,I don't know,TER,I don't know,CDS,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,Jeu complexe à comprendre,ff3f7744-41bc-4f49-a081-dea48bf12145,fr,posttest
882,2018-04-25 12:31:34+00:00,Slightly,Moderately,Slightly,Slightly,I just played for the first time,55,Female,Slightly,Moderately,Not even in middle school,Rarely,No,Yes,A bit,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,Plasmid,None of these,I don't know,CDS,RBS,I don't know,Plasmid,RBS,TER,I don't know,The bricks are not well-ordered,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium dies,I don't know,,1640d273-06d6-444b-9141-cfbeab7852af,fr,posttest
884,2018-04-25 13:03:51+00:00,A lot,A lot,Extremely,Extremely,I just played for the first time,17,Male,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,I don't know,None of these,TER,CDS,None of these,CDS,CDS,TER,RBS,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,Donner des indices sur la direction à prendre avec des flèches par exemple car à certains endroits on peut rester longtemps bloqué sans savoir ou aller.,8966412d-baea-44e1-84c4-6dafb13d799d,fr,posttest
885,2018-04-25 13:06:54+00:00,Moderately,Moderately,Extremely,Extremely,No / not yet,28,Male,A lot,Slightly,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Gather nanobots,Proteins,GFP,RBS,I don't know,I don't know,I don't know,I don't know,PR,I don't know,I don't know,CDS,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Formulaire qui devient trés complexe, des concepts trés spécifiques peu accessible à tous.",099c4c9a-9b78-4b7a-9f70-2faf4488bb56,fr,pretest
888,2018-04-25 13:29:02+00:00,Not at all,Not at all,Slightly,Not at all,No / not yet,27,Male,Slightly,Not at all,Until the end of middle school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,Terminator,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ddaf655f-3dd6-4fe0-8f8f-bf442f7156db,fr,pretest
889,2018-04-25 13:45:06+00:00,Slightly,Slightly,Moderately,Slightly,I just played for the first time,27,Male,Slightly,Not at all,Until the end of middle school,Rarely,No,Yes,Not at all,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,RBS,I don't know,TER,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,,ddaf655f-3dd6-4fe0-8f8f-bf442f7156db,fr,posttest
891,2018-04-25 13:48:51+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,25,Male,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,96f816e3-8551-4bb5-9e45-37273ee6970f,fr,pretest
892,2018-04-25 14:02:35+00:00,Moderately,Moderately,Extremely,A lot,I just played for the first time,14,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,I don't know,I don't know,None of these,I don't know,RBS,CDS,I don't know,I don't know,PR,Plasmid,I don't know,The bricks are not well-ordered,I don't know,I don't know,I don't know,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Nothing,It produces arabinose all the time,,e2c8856d-6f7c-4730-9cbd-4a245606b62d,fr,posttest
893,2018-04-25 14:10:14+00:00,Moderately,Moderately,Slightly,Moderately,I just played for the first time,25,Male,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,RBS,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,96f816e3-8551-4bb5-9e45-37273ee6970f,fr,posttest
900,2018-04-25 14:51:17+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,28,Male,A lot,Slightly,Until the end of high school,Moderately,No,Yes,A bit,Edit the DNA of the bacterium,DNA sequences,Ampicillin,CDS,TER,CDS,I don't know,TER,PR,RBS,Plasmid,Plasmid,CDS,PR,PR,CDS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,099c4c9a-9b78-4b7a-9f70-2faf4488bb56,fr,posttest
902,2018-04-25 15:00:35+00:00,A lot,A lot,Extremely,Extremely,No / not yet,14,Male,Extremely,A lot,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",The bacterium dies,I don't know,,776e13a6-ede1-4914-ba96-8feeaf4388c1,fr,pretest
905,2018-04-25 16:02:43+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,14,Male,Extremely,A lot,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,I don't know,RBS,None of these,I don't know,Plasmid,CDS,CDS,None of these,RBS,PR,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,"bon jeu , addictif , éducatif mais un peu rageant lorsque l on ne trouve pas la solution rapidement",776e13a6-ede1-4914-ba96-8feeaf4388c1,fr,posttest
