"Timestamp","Are you interested in learning more about... [Biology]","Are you interested in learning more about... [Synthetic biology]","Are you interested in learning more about... [Video games]","Are you interested in learning more about... [Engineering]","Have you ever played Hero.Coli?","How old are you?"," [What is your gender?]"," [Are you interested in video games?]"," [Are you interested in biology?]"," [How long have you studied biology?]"," [Do you play video games?]"," [Have you ever heard about synthetic biology or BioBricks, outside of Hero.Coli?]","Do you volunteer to contribute to our study by answering 9 more questions? (5 min)"," [Did you enjoy playing the game?]"," [In order to modify the abilities of the bacterium, you have to...]"," [What are BioBricks and devices?]"," [Find the antibiotic:]","BioBricks: [Plasmid is...]","BioBricks: [Represents the end of a device...]","BioBricks: [Promoter is...]","BioBricks: [Represents the ability given...]","BioBricks: [Terminator is...]","BioBricks: [Codes a protein...]","BioBricks: [RBS is...]","BioBricks: [Can represent GFP...]","BioBricks: [Coding Sequence is...]","BioBricks: [Controls when the device is active...]","BioBricks: [Controls the level of expression, and thus how much the ability will be affected...]","BioBricks: [Makes it possible to equip an additional device.]","BioBricks: [Operator is...]"," [device 1]"," [device 2]"," [device 3]"," [device 4]"," [device 5]"," [device 6]"," [device 7]"," [device 8]"," [When does green fluorescence happen?]"," [What happens when you unequip the movement device?]","Last question. Next page only contains remarks. [Guess: you have crafted a functional device containing an arabinose-induced promoter and an arabinose Coding Sequence (CDS). What will happen?]","You can write down remarks here.","⚠ Do not edit"
"2018/04/25 7:42:50 PM GMT+2","Not at all","Not at all","Not at all","Not at all","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","RNA sequences","Ampicillin","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","The bacterium glows","It produces arabinose all the time","","f5d91d38-0fb7-4a7a-8b60-1a474798efbc"
"2018/04/25 7:56:49 PM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","34","Male","Slightly","A lot","At least until master's degree","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f31b7b7f-d939-472f-b621-0e77fa317220"
"2018/04/25 11:34:57 PM GMT+2","Slightly","Slightly","Extremely","Slightly","I played it multiple times recently on this computer","","","","","","","","","Not at all","Edit the DNA of the bacterium","Amino-acids","Arabinose","3","1","2","None of these","2","2","2","2","2","2","2","2","2","The bricks are not well-ordered","It generates green fluorescence","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence","It generates green fluorescence","The bricks are not well-ordered","It generates green fluorescence in presence of arabinose inducer","Under blue light, when the GFP device is equipped","The bacterium dies","It produces arabinose all the time","none","2f9adccf-136b-4737-bf48-47bc6cbdded7"
"2018/04/26 2:50:38 AM GMT+2","A lot","Extremely","Extremely","Extremely","No / not yet","18","Male","Extremely","Extremely","Until the end of high school","A lot","Yes, and I know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","Proteins","Ampicillin","I don't know","1","2","3","I don't know","I don't know","I don't know","5","5","2","I don't know","I don't know","3","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","167375fe-78d2-4594-aa70-723374d61636"
"2018/04/26 3:27:43 AM GMT+2","Extremely","Moderately","A lot","Moderately","No / not yet","13","Female","A lot","Extremely","Not even in middle school","Moderately","No","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","65af3961-de53-4583-a5be-0deb492306b3"
"2018/04/26 5:14:48 PM GMT+2","A lot","A lot","A lot","Extremely","I played it some time ago","14","Male","Slightly","A lot","Until the end of high school","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a43bad2f-70d4-47a3-accc-1ed3138055e1"
"2018/04/26 9:18:32 PM GMT+2","Moderately","Moderately","Extremely","A lot","No / not yet","11","Male","Extremely","A lot","Until the end of middle school","Extremely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970a021a-5f1c-44a1-8aad-97686b44755a"
"2018/04/27 2:31:25 PM GMT+2","Not at all","Not at all","Extremely","Moderately","No / not yet","8","Male","Extremely","Slightly","Not even in middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e1a4220b-8b10-40f7-8423-652be289f880"
"2018/04/27 4:10:25 PM GMT+2","A lot","Moderately","Slightly","Not at all","No / not yet","19","Female","Slightly","A lot","Until bachelor's degree","Rarely","No","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","Ampicillin","5","I don't know","I don't know","I don't know","None of these","I don't know","I don't know","I don't know","1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","It produces more and more arabinose after being induced, because it induces itself","","08abb9c6-1835-46e5-85b5-fe15e536d994"
"2018/04/27 4:26:38 PM GMT+2","A lot","Not at all","Slightly","Not at all","I just played for the first time","","","","","","","","","Moderately","Edit the DNA of the bacterium","DNA sequences","Ampicillin","5","I don't know","None of these","3","I don't know","4","2","4","4","I don't know","2","None of these","I don't know","The bricks are not well-ordered","It generates green fluorescence","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","It produces more and more arabinose after being induced, because it induces itself","","7d80c43b-66c7-4eec-9aa6-fb486fe9b152"
"2018/04/27 4:37:49 PM GMT+2","A lot","A lot","A lot","A lot","I played recently on an other computer","48","Male","A lot","A lot","At least until master's degree","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cd6f3739-ddba-466a-a5c5-f53836657ceb"
"2018/04/27 8:07:55 PM GMT+2","A lot","A lot","A lot","A lot","I played it some time ago","20","Male","A lot","A lot","Until bachelor's degree","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49c37034-7c31-49f2-a2dd-3c94cad8ef1a"
"2018/04/27 9:18:22 PM GMT+2","A lot","Extremely","Extremely","Extremely","No / not yet","18","Male","Extremely","A lot","Until the end of high school","A lot","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3d15bdbe-797d-42f5-8f77-6b8b30bbe0c2"
"2018/04/27 10:36:59 PM GMT+2","A lot","A lot","A lot","A lot","No / not yet","24","Male","A lot","A lot","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1261b07c-ab99-4e5d-ba19-c26978d0131b"
"2018/04/27 10:37:43 PM GMT+2","A lot","Moderately","Extremely","A lot","No / not yet","11","Male","Extremely","Extremely","Not even in middle school","Extremely","No","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","9d32caa0-14b0-4b22-8fb0-9ffcdc40e7a8"
"2018/04/27 10:48:26 PM GMT+2","Moderately","A lot","A lot","Extremely","No / not yet","24","Male","A lot","A lot","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14f0d800-801e-4cf7-839f-4ed682a11ec0"
"2018/04/27 11:25:47 PM GMT+2","Extremely","A lot","Slightly","Slightly","No / not yet","21","Male","Moderately","Extremely","Until the end of middle school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0234a186-a253-4183-8fbe-c36090f3ba80"
"2018/04/28 12:51:33 PM GMT+2","Slightly","Slightly","A lot","A lot","No / not yet","41","Male","A lot","Slightly","Until the end of middle school","Moderately","No","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","4b162164-2510-4e03-a0b8-a6251d2407d9"
"2018/04/28 2:59:28 PM GMT+2","Moderately","Moderately","A lot","A lot","No / not yet","29","Male","Moderately","Moderately","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6fa0d7a7-633c-47e0-85a0-fc5baf405276"
"2018/04/28 6:20:21 PM GMT+2","Moderately","Moderately","A lot","Not at all","No / not yet","27","Female","Moderately","Moderately","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bcac38a8-f44b-4dae-85ca-98fe1392f4c8"
"2018/04/28 6:30:51 PM GMT+2","Slightly","Slightly","Moderately","Not at all","No / not yet","27","Female","Moderately","Moderately","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82b9d943-4d8c-4d6a-b023-415404a2d5bc"
"2018/04/28 6:33:21 PM GMT+2","A lot","A lot","Extremely","A lot","No / not yet","22","Female","A lot","A lot","Until bachelor's degree","A lot","No","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","129a182a-5343-40c5-895c-c1a044c6a2df"
"2018/04/28 7:30:30 PM GMT+2","A lot","Moderately","A lot","Not at all","No / not yet","20","Female","A lot","A lot","Until bachelor's degree","A lot","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","DNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","990de35f-32ce-4024-b922-90dbffdc8f38"
"2018/04/28 11:14:28 PM GMT+2","Extremely","Moderately","Moderately","Extremely","No / not yet","30","Female","Moderately","Extremely","Until bachelor's degree","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4e8abe9e-31cc-4bc7-a294-35e65eff8ce3"
"2018/04/29 10:38:17 AM GMT+2","Moderately","Moderately","Moderately","A lot","No / not yet","29","Male","Moderately","Slightly","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fabd62e9-1143-477b-bb07-f28cbd4e14de"
"2018/04/29 1:55:55 PM GMT+2","Moderately","Extremely","Moderately","A lot","No / not yet","15","Male","A lot","A lot","Until the end of high school","A lot","Yes, but I don't exactly know what it means","Yes","A lot","Edit the DNA of the bacterium","DNA sequences","Ampicillin","I don't know","I don't know","I don't know","I don't know","None of these","5","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","The bacterium dies","It produces more and more arabinose after being induced, because it induces itself","","7a82cf53-bd2f-407b-a607-d4e3184327ec"
"2018/04/29 2:29:11 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","15","Male","Extremely","Extremely","Not even in middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e59f196c-5049-4587-8927-176309d25b17"
"2018/04/29 5:16:10 PM GMT+2","Moderately","Moderately","A lot","Slightly","No / not yet","22","Male","Extremely","Moderately","Until the end of high school","A lot","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","c27bf17a-33ab-43a1-b70f-b849ccda2751"
"2018/04/29 5:26:18 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","20","Male","Extremely","Extremely","Not even in middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9a6c4acb-be68-48f9-af7c-74fe3678b039"
"2018/04/30 12:21:34 AM GMT+2","A lot","Moderately","Extremely","A lot","No / not yet","13","Male","Extremely","Extremely","Until the end of middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e8c9b372-0099-406b-8507-1dd40e0b6fa5"
"2018/04/30 12:24:52 AM GMT+2","Extremely","Moderately","Extremely","A lot","No / not yet","13","Male","Extremely","Extremely","Until the end of middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e89c6177-83ff-4467-a5ff-a81bc4583e0b"
"2018/04/30 3:59:49 AM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","20","Prefer not to say","Not at all","Not at all","Until bachelor's degree","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f5429895-7e01-4f35-8c43-db0dd4aaaf28"
"2018/04/30 12:58:48 PM GMT+2","Extremely","Extremely","Extremely","Extremely","I just played for the first time","","","","","","","","","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","why are you making me answer questions about the game i havent played it yet","a54888f5-4f01-4ada-bdb4-acb690ffea29"
"2018/04/30 1:47:32 PM GMT+2","Extremely","Extremely","Moderately","Slightly","No / not yet","19","Male","Slightly","Slightly","Until bachelor's degree","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183f55f4-caae-4230-ab6d-c3f3b38c60a2"
"2018/04/30 4:42:40 PM GMT+2","A lot","Extremely","Slightly","Slightly","No / not yet","15","Female","Slightly","Extremely","Until the end of high school","Not at all","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","Ampicillin","1","I don't know","3","4","3","I don't know","I don't know","2","I don't know","I don't know","I don't know","2","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","Nothing","It produces more and more arabinose after being induced, because it induces itself","","cc232e1b-7a00-43f3-9acb-c7e39c9efb16"
"2018/04/30 8:11:26 PM GMT+2","Moderately","A lot","Extremely","Extremely","No / not yet","18","Male","Extremely","A lot","Until bachelor's degree","A lot","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32aaf97-5c9b-4a68-920b-aa92422e39f8"
"2018/04/30 8:41:56 PM GMT+2","Moderately","Slightly","Extremely","Not at all","No / not yet","14","Male","Extremely","Moderately","Until the end of middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2b23cbd5-4856-4e35-a3e7-fe49cc3d342a"
"2018/04/30 9:23:05 PM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","99","Other","Not at all","Not at all","At least until master's degree","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bcdeacce-4697-4927-b402-6e5920179221"
"2018/04/30 9:25:02 PM GMT+2","Moderately","Moderately","Slightly","Extremely","No / not yet","12","Other","Moderately","Moderately","Until the end of middle school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","kaenfcijwbfeovb","8b50239d-a78b-464b-810d-030e811fd0f0"
"2018/04/30 9:57:20 PM GMT+2","Not at all","Not at all","Slightly","Not at all","No / not yet","32","Male","Moderately","Moderately","Until the end of high school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4787d95c-6b89-4bce-8e16-e59efd7919b0"
"2018/04/30 11:10:40 PM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","27","Male","Moderately","Moderately","Until the end of high school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a4df6d3a-f2e6-4566-86d2-41a21d89b6ff"
"2018/04/30 11:59:11 PM GMT+2","Slightly","Slightly","Not at all","Moderately","No / not yet","23","Other","Not at all","Slightly","Not even in middle school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3190b976-37a3-45a3-b2d9-1f6a124a7101"
"2018/05/01 3:46:07 AM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","20","Other","A lot","A lot","Until bachelor's degree","A lot","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89dd36ba-c9e6-4e88-b020-b4ae6af85ba7"
"2018/05/01 7:48:13 AM GMT+2","A lot","A lot","Moderately","Moderately","No / not yet","18","Female","Slightly","A lot","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22f64913-9a44-4c32-8f14-c713e7f8fa94"
"2018/05/01 1:28:38 PM GMT+2","A lot","A lot","A lot","Moderately","No / not yet","25","Female","A lot","A lot","Until the end of high school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e98707a3-8c13-43be-b15a-8d19185aae6c"
"2018/05/01 4:18:47 PM GMT+2","A lot","A lot","Slightly","A lot","No / not yet","48","Female","Slightly","A lot","At least until master's degree","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5b4439ae-52d5-4a12-ac9e-080cee4d0a6a"
"2018/05/01 4:50:44 PM GMT+2","Slightly","Slightly","Slightly","Slightly","No / not yet","78","Male","Slightly","Slightly","Until the end of middle school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e1627b84-848e-4a36-8b4f-18f5e7f92913"
"2018/05/01 8:54:06 PM GMT+2","Not at all","Not at all","Not at all","Not at all","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","RNA sequences","Ampicillin","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","The bacterium glows","It produces arabinose all the time","","8bd09edc-d41b-49db-b28d-70936ede92f4"
"2018/05/02 12:09:35 AM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","23","Prefer not to say","Moderately","Moderately","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635b94d5-9831-4125-98f4-da1c821f55ee"
"2018/05/02 1:57:49 AM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","1","Prefer not to say","Not at all","Not at all","Not even in middle school","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c07d2b5d-08ab-4f00-9738-5d863820ec97","c07d2b5d-08ab-4f00-9738-5d863820ec97"
"2018/05/02 2:42:31 AM GMT+2","Slightly","Moderately","A lot","Moderately","No / not yet","18","Male","A lot","Slightly","Until the end of high school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58b6bd68-7321-4940-a948-327650c292f9"
"2018/05/02 3:51:55 AM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","100","Other","Not at all","Not at all","At least until master's degree","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1a3af701-06d5-4d20-bc1b-10f93a672a80"
"2018/05/02 7:28:11 PM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","34","Female","Slightly","Extremely","At least until master's degree","Rarely","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trying to use game for science education","ee11a259-e6c9-4267-89ed-f7659d18516d"
"2018/05/03 6:08:52 AM GMT+2","Slightly","Slightly","Slightly","Slightly","No / not yet","21","Female","Not at all","Moderately","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9d3fb75a-ba77-4fcd-bf5c-79e47831f997"
"2018/05/03 7:44:08 PM GMT+2","Moderately","Extremely","Not at all","Not at all","I just played for the first time","","","","","","","","","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","d3b0748e-5d99-4806-b3aa-092c306eb61d"
"2018/05/03 7:45:56 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","21","Prefer not to say","Extremely","Extremely","At least until master's degree","Extremely","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","738f7151-3588-48ea-9dc5-da809e81a867"
"2018/05/04 1:30:32 AM GMT+2","A lot","A lot","Extremely","Moderately","No / not yet","15","Prefer not to say","A lot","A lot","Until the end of middle school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fe062ddc-96c8-43d6-8a8c-792f6d228186"
"2018/05/04 9:52:21 AM GMT+2","Extremely","A lot","A lot","Moderately","No / not yet","23","Male","Extremely","Extremely","At least until master's degree","Extremely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148832b8-0ab8-43c2-bdcb-8432f4e3f396"
"2018/05/04 10:24:13 AM GMT+2","Moderately","Slightly","A lot","A lot","No / not yet","24","Female","A lot","A lot","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","eac5d4ab-93ba-44a6-898d-3cb29bf8d889"
"2018/05/04 10:36:37 AM GMT+2","A lot","A lot","Moderately","Slightly","No / not yet","22","Female","Moderately","Moderately","Until the end of high school","Rarely","No","Yes","Not applicable: not played yet","I don't know","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","d1d0e784-0481-4854-a8e2-029cd57de625"
"2018/05/04 2:16:33 PM GMT+2","Extremely","Extremely","A lot","Slightly","No / not yet","21","Male","A lot","Extremely","Until bachelor's degree","A lot","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37529774-c33f-4e0b-ba33-ab8b94e2e9d0"
"2018/05/04 3:00:44 PM GMT+2","A lot","Moderately","Slightly","Moderately","No / not yet","30","Female","Moderately","Moderately","Until bachelor's degree","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21d65108-6986-4417-b72f-28d1a7a4dc11"
"2018/05/04 3:06:31 PM GMT+2","Moderately","Moderately","Moderately","Moderately","I just played for the first time","","","","","","","","","A bit","Move the bacterium","Proteins","Arabinose","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","In front of the doors, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","","dd767b31-8a08-410f-b67e-19c612bafd1d"
"2018/05/04 4:17:41 PM GMT+2","A lot","Moderately","Moderately","Moderately","I played it some time ago","14","Prefer not to say","Moderately","Moderately","Not even in middle school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cool","91ebb34b-28b7-41f0-8154-404a59fdff25"
"2018/05/04 4:24:43 PM GMT+2","Slightly","Slightly","Extremely","Extremely","I just played for the first time","","","","","","","","","Not applicable: not played yet","Edit the DNA of the bacterium","Proteins","Terminator","2","1","1","3","2","4","2","3","1","1","4","2","2","The bricks are not well-ordered","It generates green fluorescence","It generates green fluorescence in presence of arabinose inducer","It makes it possible to move faster","It generates antibiotic resistance","I don't know","It generates antibiotic resistance","It makes it possible to move faster","Under blue light, all the time","The bacterium dies","It produces more and more arabinose after being induced, because it induces itself","","68638e14-d6e9-427e-b6a5-d08d70de11b4"
"2018/05/04 8:26:36 PM GMT+2","Not at all","Not at all","Not at all","Slightly","No / not yet","26","Female","Slightly","Slightly","Until bachelor's degree","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ceb138b6-df57-433f-b082-1dad70955358"
"2018/05/05 2:12:48 PM GMT+2","Extremely","Extremely","Moderately","Moderately","No / not yet","20","Female","Slightly","Extremely","Until bachelor's degree","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","",":) ","66518847-7ec5-40d4-8168-ebe575546c08"
"2018/05/06 12:04:20 AM GMT+2","A lot","A lot","A lot","Moderately","No / not yet","20","Female","Not at all","Extremely","At least until master's degree","Not at all","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62d7e752-f390-43c5-a1d6-6afee53a139d"
"2018/05/06 2:35:41 PM GMT+2","Not at all","Not at all","Not at all","Extremely","No / not yet","33","Male","Slightly","Slightly","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d3a723c2-ad79-4136-b1c4-a81ee7158b99"
"2018/05/06 3:38:21 PM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","15","Male","Moderately","Moderately","Not even in middle school","Rarely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","idk","e3852df1-810b-4a04-a25d-9ef2af9c1578"
"2018/05/06 4:44:16 PM GMT+2","A lot","Not at all","Slightly","Moderately","No / not yet","29","Male","Slightly","A lot","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d088e3e3-820c-4f96-85e2-6fac6a3159bd"
"2018/05/06 5:24:52 PM GMT+2","A lot","Moderately","A lot","Slightly","No / not yet","12","Female","Not at all","Not at all","Not even in middle school","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cb79972a-cc28-47ea-b86a-cd7a4a8361b5"
"2018/05/07 9:55:40 AM GMT+2","A lot","A lot","A lot","A lot","No / not yet","20","Female","Slightly","Moderately","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ab070282-4883-44fa-bb7a-6a807fd0fea9"
"2018/05/07 4:58:43 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","23","Male","Extremely","Extremely","At least until master's degree","A lot","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2ba231c0-33dd-4257-bd7f-8c93f2808978"
"2018/05/07 6:01:17 PM GMT+2","A lot","A lot","Not at all","Slightly","No / not yet","18","Female","Slightly","A lot","Until the end of high school","Rarely","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b3e4314a-df3b-4c2c-95be-ca8d10f446a0"
