"Timestamp","Are you interested in video games?","Do you play video games?","How old are you?","What is your gender?","How long have you studied biology?","Are you interested in biology?","Before playing Hero.Coli, had you ever heard about synthetic biology?","Before playing Hero.Coli, had you ever heard about BioBricks?","Have you ever played an older version of Hero.Coli before?","Have you played the current version of Hero.Coli?","Have you played the arcade cabinet version of Hero.Coli?","Have you played the Android version of Hero.Coli?","In order to modify the abilities of the bacterium, you have to...","What are BioBricks and devices?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","Pick the case where the BioBricks are well-ordered:","When does green fluorescence happen?","What happens when you unequip the movement device?","What is this?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","Guess: what would a device producing l-arabinose do, if it started with a l-arabinose-induced promoter?","Guess: the bacterium would glow yellow...","What is the species of the bacterium of the game?","What is the scientific name of the tails of the bacterium?","Find the antibiotic:","You can write down remarks here.","Do not edit -  pre-filled anonymous ID"
"2018/01/17 8:18:39 PM GMT+1","I don't know","I don't know","120","Prefer not to say","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","d38f7715-06e4-4c3c-85c3-22411b3c36d8"
"2018/01/17 9:28:50 PM GMT+1","Slightly","Rarely","28","Male","Until bachelor's degree","A lot","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","Fluorescence","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","I don't know","","05bb2c95-db65-4b13-b8ed-c7f181e782a9"
"2018/01/17 9:51:06 PM GMT+1","Slightly","Rarely","28","Male","Until bachelor's degree","A lot","Yes","No","No","Once","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Protein","RBS","It shows the end of the device","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","05bb2c95-db65-4b13-b8ed-c7f181e782a9"
"2018/01/18 3:56:27 PM GMT+1","Extremely","A lot","47","Male","At least until master's degree","A lot","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","Amino-acids","Transcriptor","Promoter","Coding Sequence","ATP","It controls the level of expression, and thus how much the ability will be affected","It controls when the device is active","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Arabinose","","b1d6a1b0-cdcb-4216-acc2-d72b492affb2"
"2018/01/18 6:47:43 PM GMT+1","Moderately","Rarely","55","Prefer not to say","At least until master's degree","Extremely","Yes","Yes","Once","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Protomer","Coding Sequence","RBS","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","abf98083-2125-4201-ab7b-72f3722f167d"
"2018/01/18 8:27:55 PM GMT+1","Moderately","Rarely","29","Male","Until the end of high school","A lot","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It shows the end of the device","I don't know","I don't know","Flagella quickly disappear one by one","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","too many questions related only if I had the chance to play the game before :p","a6a00514-1cb1-47a1-be67-7c98703850f9"
"2018/01/18 10:21:49 PM GMT+1","Moderately","Moderately","13","Female","Until the end of middle school","Extremely","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","abbf78ac-d9aa-4fb0-aa0b-f5f40a57838e"
"2018/01/18 10:49:19 PM GMT+1","Moderately","Moderately","13","Female","Until the end of middle school","Extremely","No","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","I don't know","I don't know","I don't know","RBS","It controls the level of expression, and thus how much the ability will be affected","It controls when the device is active","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","I don't know","Under blue light, all the time","The bacterium glows","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","I don't know","I don't know","I don't know","I don't know","E. Coli","I don't know","Ampicillin","","abbf78ac-d9aa-4fb0-aa0b-f5f40a57838e"
"2018/01/18 11:56:21 PM GMT+1","Moderately","Moderately","28","Female","Until bachelor's degree","Extremely","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","I don't understand why we need to complete the questions about the game if we've never played the game. Should reformat your survey.","8fccfb89-1b24-44d8-ae1f-79e093f0392e"
"2018/01/19 9:55:30 AM GMT+1","A lot","Rarely","45","Female","Until the end of middle school","Extremely","No","I don't know","Multiple times","A few times","No","Once","Move the bacterium","RNA sequences","I don't know","Precursor","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","i just want play game
","2e9c0b10-b1bb-404e-81bd-04a4debc6ef3"
"2018/01/19 3:31:14 PM GMT+1","A lot","A lot","32","Male","Until the end of middle school","Moderately","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","too much questions when you don't know anything in biology","3fbafa30-f556-499e-9826-7b123989f44b"
"2018/01/19 3:45:55 PM GMT+1","Extremely","Extremely","24","Female","Until the end of middle school","A lot","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","I don't know","I don't know","","93184bc6-298e-4f62-bcd4-2e80f35986da"
"2018/01/19 4:58:44 PM GMT+1","Extremely","Moderately","30","Male","Until bachelor's degree","Moderately","I don't know","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","dc156690-f547-4f05-9202-375d6850428a"
"2018/01/20 4:36:21 AM GMT+1","Not at all","Not at all","14","Prefer not to say","I don't know","Extremely","Yes","Yes","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It makes it possible to move faster","It makes it possible to move faster","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced GFP under yellow light","I don't know","Plasmids","I don't know","","4ddd2f94-638e-42bc-9780-3b6f07ce5ccb"
"2018/01/20 5:09:18 PM GMT+1","Not at all","Moderately","23","Male","Until bachelor's degree","Moderately","Yes","Yes","No","Multiple times","Multiple times","Multiple times","I don't know","Proteins","Trespasser","Protomer","Coding Sequence","ATP","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Plasmids","I don't know","","2569c81e-bcfa-49d7-9822-2db26af3605c"
"2018/01/21 9:22:16 AM GMT+1","Extremely","Moderately","27","Male","Not even in middle school","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","If it produced GFP under yellow light","E. Coli","Flagella","Ampicillin","asking about Biobricks symbology is a waste of time if I haven't used it (only heard of it)","a0445722-cc72-4b1a-a47a-b352ea643a08"
"2018/01/22 7:43:37 AM GMT+1","A lot","A lot","17","Female","Until the end of high school","Moderately","I don't know","No","No","No","A few times","No","Edit the DNA of the bacterium","I don't know","Trespasser","Protomer","Fluorescence","I don't know","I don't know","I don't know","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","I don't know","The bacterium dies","An induced promoter, which works only in arabinose","I don't know","I don't know","I don't know","It generates antibiotic resistance","It generates green fluorescence","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","I don't know","Ampicillin","","b176b5b8-e0e5-4299-84c2-371a3cae5ff5"
"2018/01/22 11:15:40 AM GMT+1","A lot","Moderately","21","Male","Until the end of high school","Moderately","No","No","No","No","No","No","I don't know","Amino-acids","I don't know","Precursor","Ribosome","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","Ampicillin","","8172f20e-c29b-4fda-9245-61ab05a84792"
"2018/01/23 12:48:58 PM GMT+1","Slightly","Rarely","50","Female","Until bachelor's degree","Extremely","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","688db977-6577-4814-a179-4ed1afad9afe"
"2018/01/23 10:58:46 PM GMT+1","A lot","Moderately","20","Male","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","I don't know","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","I don't know","Option 1","Under blue light, when the GFP device is equipped","Nothing","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","Hero.Coli","Flagella","Ampicillin","Remarkable.","0d148b9b-8106-4299-b228-4f5f1d3bc2ed"
"2018/01/23 11:34:38 PM GMT+1","Moderately","Rarely","21","Female","Until bachelor's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","Terminator","Promoter","Coding Sequence","I don't know","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","I don't know","Option 4","Under blue light, when the GFP device is equipped","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","Hero.Coli","Flagella","Ampicillin","","2f33eb9f-1c96-4e0d-92d0-c8102d207473"
"2018/01/24 11:08:59 AM GMT+1","I don't know","I don't know","00","Prefer not to say","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","2228e541-a16c-45d4-87bb-2dfaf351d9f2"
"2018/01/24 12:32:25 PM GMT+1","Extremely","Extremely","18","Male","I don't know","Moderately","Yes","Yes","No","No","No","No","I don't know","I don't know","Terminator","Promoter","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","6cc156ab-1140-4f54-863c-a6a20b561c7d"
"2018/01/24 1:01:33 PM GMT+1","A lot","Moderately","33","Prefer not to say","Until the end of high school","A lot","No","No","No","No","No","No","I don't know","I don't know","Transcriptor","I don't know","Coding Sequence","PCR","It shows the end of the device","It shows the end of the device","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","I don't know","In front of the doors, all the time","I don't know","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","db02c370-3c8a-47a2-b33d-d730607b89d1"
"2018/01/24 2:31:30 PM GMT+1","Moderately","Moderately","20","Male","Until the end of high school","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","Coding Sequence","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella quickly disappear one by one","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","E. Coli","Flagella","Ampicillin","","ee16188f-3820-4117-9c7d-22cb4f303935"
"2018/01/24 4:11:10 PM GMT+1","Moderately","Moderately","20","Male","Until the end of high school","Extremely","No","No","No","No","No","No","Edit the DNA of the bacterium","RNA sequences","Terminator","Promoter","Coding Sequence","I don't know","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","I don't know","Flagella quickly disappear one by one","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","E. Coli","Flagella","Ampicillin","","f40c15a7-4b59-400a-998e-9f1f2dbd3fc9"
"2018/01/24 4:17:22 PM GMT+1","Moderately","Moderately","20","Male","Until the end of high school","Extremely","No","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","GFP","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","I don't know","Flagella quickly disappear one by one","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","E. Coli","Flagella","Ampicillin","","8100e231-7ea0-437a-9c55-02aea300c277"
"2018/01/24 6:34:08 PM GMT+1","A lot","A lot","22","Male","Until the end of high school","Moderately","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Flagella","I don't know","","dbe966a6-03c3-4609-8428-533150b87386"
"2018/01/24 10:30:27 PM GMT+1","A lot","Extremely","22","Male","Until bachelor's degree","Moderately","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Nothing","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","Ampicillin","none","8f07b77a-120a-444b-8356-b956e14bb38a"
"2018/01/24 11:21:38 PM GMT+1","Extremely","Extremely","27","Male","Until the end of middle school","Moderately","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","I don't know","Option 2","In front of the doors, when the GFP device is equipped","Flagella quickly disappear one by one","An induced promoter, which works only in arabinose","It generates green fluorescence","It generates green fluorescence in presence of l-arabinose","I don't know","It makes it possible to move faster","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","64ef7bc5-c734-4aa9-bd8d-137db5313398"
"2018/01/24 11:41:17 PM GMT+1","Extremely","Extremely","27","Male","Until the end of high school","Moderately","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Ribosome","RBS","It shows the end of the device","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","Option 2","I don't know","Flagella quickly disappear one by one","An induced promoter, which works only in arabinose","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","7b35e694-ade9-42a1-a866-be4f892b22fe"
"2018/01/25 12:01:30 AM GMT+1","Extremely","Extremely","27","Male","Until the end of high school","Moderately","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Protein","RBS","It shows the end of the device","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","Option 2","I don't know","Flagella quickly disappear one by one","An induced promoter, which works only in arabinose","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","76e5003b-ad59-4bdd-ad0a-b1f5c82cfeb4"
"2018/01/25 5:07:22 AM GMT+1","A lot","A lot","28","Male","Not even in middle school","Moderately","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","nah","8b06f8cb-9f48-4950-8ab3-89e2bf5b0b35"
"2018/01/25 9:41:00 AM GMT+1","Extremely","Extremely","14","Male","Until the end of middle school","Moderately","I don't know","No","No","No","No","No","Edit the DNA of the bacterium","RNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know. WHY ALL OF THESE QUESTIONS ?","34b3671c-f3b7-4a19-931e-47dc2961513c"
"2018/01/25 7:27:51 PM GMT+1","A lot","Moderately","18","Male","Until the end of high school","Slightly","Yes","No","No","No","No","No","I don't know","DNA sequences","Translator","Promoter","Protein","GFP","I don't know","It controls the level of expression, and thus how much the ability will be affected","It controls when the device is active","I don't know","Option 1","I don't know","Flagella quickly disappear one by one","Algae from the game's scenery","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","It generates green fluorescence","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced BFP under purple light","E. Coli","Plasmids","Terminator","","9461f6ae-7564-4b15-bba3-8e4d4b44fb4e"
"2018/01/25 11:27:19 PM GMT+1","Moderately","Rarely","12","Prefer not to say","Until bachelor's degree","Slightly","No","Yes","Once","Once","No","A few times","Edit the DNA of the bacterium","RNA sequences","Trespasser","Procuror","Coding Sequence","PCR","It controls when the device is active","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","In front of the doors, when the GFP device is equipped","I don't know","A nanobot - a game bonus","It makes it possible to move faster","It generates green fluorescence","It generates green fluorescence","It generates green fluorescence","It generates green fluorescence","I don't know","I don't know","It makes it possible to move faster","It would produce l-arabinose all the time","If it produced GFP under yellow light","Hero.Coli","I don't know","Terminator","","58da6a95-b1d1-4d7f-aeb3-55944ad6d53d"
"2018/01/25 11:51:47 PM GMT+1","Slightly","Rarely","18","Male","Until the end of high school","Extremely","Yes","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It makes it possible to move faster","I don't know","I don't know","It would produce nothing since it induces itself","I don't know","E. Coli","Mitochondria","Terminator","","5235fc1c-9710-4d3a-9ade-4b3c391d4d10"
"2018/01/26 12:33:23 AM GMT+1","Moderately","Moderately","120","Male","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Lol","fbffae93-a9a3-42ba-b770-309fbd4eb716"
"2018/01/26 12:33:48 AM GMT+1","Moderately","Moderately","120","Male","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Lol","fbffae93-a9a3-42ba-b770-309fbd4eb716"
"2018/01/26 12:33:56 AM GMT+1","Moderately","Moderately","120","Male","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Lol","fbffae93-a9a3-42ba-b770-309fbd4eb716"
"2018/01/26 12:34:11 AM GMT+1","Moderately","Moderately","120","Male","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Lol","fbffae93-a9a3-42ba-b770-309fbd4eb716"
"2018/01/26 12:34:13 AM GMT+1","Moderately","Moderately","120","Male","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Lol","fbffae93-a9a3-42ba-b770-309fbd4eb716"
"2018/01/26 12:34:22 AM GMT+1","Moderately","Moderately","120","Male","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Lol","fbffae93-a9a3-42ba-b770-309fbd4eb716"
"2018/01/26 12:34:24 AM GMT+1","Moderately","Moderately","120","Male","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Lol","fbffae93-a9a3-42ba-b770-309fbd4eb716"
"2018/01/26 12:34:26 AM GMT+1","Moderately","Moderately","120","Male","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Lol","fbffae93-a9a3-42ba-b770-309fbd4eb716"
"2018/01/26 5:40:09 PM GMT+1","A lot","A lot","17","Female","Until the end of high school","Slightly","Yes","No","No","No","No","No","I don't know","I don't know","Translator","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","ok.","50be225c-7d64-4f70-a80a-77f000fca164"
"2018/01/27 10:42:33 AM GMT+1","Extremely","Extremely","20","Male","Until bachelor's degree","A lot","Yes","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","I don't know","IDK","9cb4ff35-7dbe-4901-acd4-545ddbca7561"
